Manufacturer,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban Cold,Metric Extra-Urban,Metric Combined,Imperial Urban Cold,Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel_Cost_12000_Miles,Noise Level dBA,Emissions CO mg/km,Emissions Nox mg/km
MERCEDES-BENZ,E 200 d with 19'' rear wheels,A9,1950,Diesel,4.9,4.4,4.6,57.7,64.2,61.4,120,1093,72,94,56
MERCEDES-BENZ,E 200 d with 20'' rear wheels,A9,1950,Diesel,4.9,4.4,4.6,57.7,64.2,61.4,120,1093,72,94,56
MERCEDES-BENZ,E 220 d 4MATIC with 17'' rear wheels,A9,1950,Diesel,5.3,4.5,4.9,53.3,62.8,57.7,126,1163,72,94,56
MERCEDES-BENZ,E 220 d 4MATIC with 18'' rear wheels,A9,1950,Diesel,5.4,4.7,5,52.3,60.1,56.5,129,1188,72,94,56
MERCEDES-BENZ,E 220 d with 18'' rear wheels,A9,1950,Diesel,4.6,4.1,4.3,61.4,68.9,65.7,112,1021,72,94,56
MERCEDES-BENZ,E 220 d with 19'' rear wheels,A9,1950,Diesel,4.9,4.4,4.6,57.7,64.2,61.4,120,1093,72,94,56
MERCEDES-BENZ,E 220 d with 20'' rear wheels,A9,1950,Diesel,4.9,4.4,4.6,57.7,64.2,61.4,120,1093,72,94,56
MERCEDES-BENZ,E 200 d with 19'' & 20'' rear wheels,A9,1950,Diesel,4.7,4.1,4.3,60.1,68.9,65.7,112,1021,72,94,56
MERCEDES-BENZ,E 220 d 4MATIC with 17'' rear wheels,A9,1950,Diesel,4.8,4,4.3,58.9,70.6,65.7,117,1021,72,94,56
MERCEDES-BENZ,E 220 d 4MATIC with 18'' rear wheels,A9,1950,Diesel,5,4.2,4.5,56.5,67.3,62.8,120,1068,72,94,56
MERCEDES-BENZ,E 220 d 4MATIC with 19'' rear wheels,A9,1950,Diesel,5.3,4.5,4.8,53.3,62.8,58.9,129,1139,72,94,56
MERCEDES-BENZ,E 220 d 4MATIC with 20'' rear wheels,A9,1950,Diesel,5.3,4.5,4.8,53.3,62.8,58.9,129,1139,72,94,56
MERCEDES-BENZ,E 220 d with 19'' rear wheels,A9,1950,Diesel,4.7,4.1,4.3,60.1,68.9,65.7,112,1021,69,94,56
MERCEDES-BENZ,E 220 d with 20'' rear wheels,A9,1950,Diesel,4.7,4.1,4.3,60.1,68.9,65.7,112,1021,69,94,56
MERCEDES-BENZ,GLA 200 d 4MATIC with 17'' rear wheels,A7,2143,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,127,1139,72,215,62
MERCEDES-BENZ,GLA 200 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,5.9,4.4,5,47.9,64.2,56.5,130,1188,72,215,62
MERCEDES-BENZ,GLA 200 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,5.9,4.4,5,47.9,64.2,56.5,130,1188,72,215,62
MERCEDES-BENZ,GLA 200 d with 19'' rear wheels,A7,2143,Diesel,5.2,3.9,4.4,54.3,72.4,64.2,115,1045,72,297,56
MERCEDES-BENZ,GLA 200 d with 19'' rear wheels,M6,2143,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,115,1045,71,362,49
MERCEDES-BENZ,GLA 220 d 4MATIC with 17'' rear wheels,A7,2143,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,127,1139,72,215,62
MERCEDES-BENZ,GLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,127,1139,72,215,62
MERCEDES-BENZ,GLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,5.9,4.4,5,47.9,64.2,56.5,130,1188,72,215,62
MERCEDES-BENZ,GLA 220 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,5.9,4.4,5,47.9,64.2,56.5,130,1188,72,215,62
MERCEDES-BENZ,GLA 200 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,127,1139,72,215,62
MERCEDES-BENZ,GLA 200 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,5.9,4.4,5,47.9,64.2,56.5,130,1188,72,215,62
MERCEDES-BENZ,GLA 200 d with 19'' rear wheels,A7,2143,Diesel,5.2,3.9,4.4,54.3,72.4,64.2,115,1045,72,297,56
MERCEDES-BENZ,GLA 200 d with 19'' rear wheels,M6,2143,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,115,1045,71,362,49
MERCEDES-BENZ,GLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,127,1139,72,215,62
MERCEDES-BENZ,GLA 220 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,5.9,4.4,5,47.9,64.2,56.5,130,1188,72,215,62
MERCEDES-BENZ,GLC 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,5.5,4.7,5,51.4,60.1,56.5,129,1188,74,219,51
MERCEDES-BENZ,GLC 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,5.5,4.7,5,51.4,60.1,56.5,129,1188,74,219,51
MERCEDES-BENZ,GLC 220 d 4MATIC with 19'' rear wheels,A9,2143,Diesel,5.5,4.7,5,51.4,60.1,56.5,129,1188,74,219,51
MERCEDES-BENZ,GLC 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,5.5,4.7,5,51.4,60.1,56.5,129,1188,74,219,51
MERCEDES-BENZ,GLC 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,5.5,4.7,5,51.4,60.1,56.5,129,1188,74,219,51
MERCEDES-BENZ,GLC 250 d 4MATIC with 19'' rear wheels,A9,2143,Diesel,5.5,4.7,5,51.4,60.1,56.5,129,1188,74,219,51
MERCEDES-BENZ,SLC 250 d with 17'' rear wheels,A9,2143,Diesel,5.2,3.9,4.4,54.3,72.4,64.2,114,1045,70,268,55
MERCEDES-BENZ,SLC 250 d with 18'' rear wheels,A9,2143,Diesel,5.2,3.9,4.4,54.3,72.4,64.2,114,1045,70,268,55
MINI,MINI Cooper SD - 17'' & 18'' tyres,M6,1995,Diesel,5.1,3.8,4.3,55.4,74.3,65.7,112,1021,72,388,57
MINI,MINI Cooper D - 17'' tyres,A8,1995,Diesel,4.8,4,4.3,58.9,70.6,65.7,113,1021,70,143,32
MINI,MINI Cooper D - 17'' tyres,M6,1995,Diesel,5,3.9,4.3,56.5,72.4,65.7,113,1021,72,269,44
MINI,MINI Cooper D - 18'' & 19'' tyres,A8,1995,Diesel,4.9,4.1,4.4,57.6,68.9,64.2,115,1045,70,143,32
MINI,MINI Cooper D - 18'' & 19'' tyres,M6,1995,Diesel,5.1,4,4.4,55.4,70.6,64.2,115,1045,72,269,44
MINI,MINI Cooper SD - 17'' tyres,A8,1995,Diesel,4.9,4,4.3,57.6,70.6,65.7,114,1021,70,81,29
MINI,MINI Cooper SD - 17'' tyres,M6,1995,Diesel,5.3,4.1,4.5,53.3,68.9,62.8,119,1068,72,159,27
MINI,MINI Cooper SD - 18'' & 19'' tyres,A8,1995,Diesel,5,4.1,4.4,56.5,68.9,64.2,117,1045,70,81,29
MINI,MINI Cooper SD - 18'' & 19'' tyres,M6,1995,Diesel,5.4,4.2,4.6,52.3,67.3,61.4,122,1093,72,159,27
MINI,MINI Cooper SD ALL4 - 16'' & 17'' tyres,A8,1995,Diesel,5.3,4.5,4.8,53.3,62.8,58.9,126,1139,70,81,29
MINI,MINI Cooper SD ALL4 - 18'' & 19'' tyres,A8,1995,Diesel,5.4,4.6,4.9,52.3,61.4,57.6,129,1165,70,81,29
MINI,MINI Cooper D ALL4 Countryman - 16'' & 17'' tyres,A8,1995,Diesel,5.2,4.5,4.8,54.3,62.8,58.9,126,1139,67,87,13
MINI,MINI Cooper D ALL4 Countryman - 16'' & 17'' tyres,M6,1995,Diesel,5.6,4.4,4.8,50.4,64.2,58.9,127,1139,67,150,23
MINI,MINI Cooper D ALL4 Countryman - 18'' tyres,A8,1995,Diesel,5.3,4.7,4.9,53.3,60.1,57.6,129,1165,67,87,13
MINI,MINI Cooper D ALL4 Countryman - 18'' tyres,M6,1995,Diesel,5.7,4.5,5,49.6,62.8,56.5,130,1188,67,150,23
MINI,MINI Cooper D Countryman - 16'' & 17'' tyres,M6,1995,Diesel,4.8,4,4.3,58.9,70.6,65.7,113,1021,67,128,22
MINI,MINI Cooper D Countryman - 16'' & 17'' tyres,A6,1995,Diesel,4.8,4.1,4.4,58.9,68.9,64.2,115,1045,67,87,13
MINI,MINI Cooper D Countryman - 17'' 18'' & 19'' tyres with Runflats,M6,1995,Diesel,4.9,4.2,4.5,57.6,67.3,62.8,118,1068,67,128,22
MINI,MINI Cooper D Countryman - 17'' 18'' & 19'' tyres with Runflats,A6,1995,Diesel,4.9,4.3,4.6,57.6,65.7,61.4,120,1093,67,87,13
MINI,MINI Cooper D Countryman - 18'' tyres,M6,1995,Diesel,4.9,4.1,4.4,57.6,68.9,64.2,116,1045,67,128,22
MINI,MINI Cooper D Countryman - 18'' tyres,A6,1995,Diesel,4.9,4.3,4.5,57.6,65.7,62.8,118,1068,67,87,13
MINI,MINI Cooper SD ALL4 Countryman - 16'' 17'' & 18'' tyres,A8,1995,Diesel,5.4,4.6,4.9,52.3,61.4,57.6,129,1165,67,80,25
MINI,MINI Cooper SD Countryman - 16'' 17'' & 18'' tyres,A8,1995,Diesel,5.1,4.3,4.6,55.4,65.7,61.4,121,1093,67,80,25
MINI,MINI Cooper SD Countryman - 17'' 18'' & 19'' tyres with Runflats,A8,1995,Diesel,5.3,4.4,4.8,53.3,64.2,58.9,125,1139,67,80,25
MINI,MINI Cooper D - 16'' & 17'' tyres,M6,1598,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,111,997,72,261,28
MINI,MINI Cooper D - 18'' & 19'' tyres,M6,1598,Diesel,4.9,4.1,4.4,57.6,68.9,64.2,116,1045,72,261,28
MINI,MINI Cooper D ALL4 - 16'' & 17'' tyres,M6,1598,Diesel,5.2,4.4,4.7,54.3,64.2,60.1,123,1116,72,261,28
MINI,MINI Cooper D ALL4 - 18'' & 19'' tyres,M6,1598,Diesel,5.4,4.6,4.9,52.3,61.4,57.6,128,1165,72,261,28
MINI,MINI Cooper SD - 17'' tyres,M6,1995,Diesel,5.1,4.2,4.5,55.4,67.3,62.8,119,1068,73,217,24
MINI,MINI Cooper SD - 18'' & 19'' tyres,M6,1995,Diesel,5.3,4.4,4.7,53.3,64.2,60.1,124,1116,73,217,24
MINI,MINI Cooper SD ALL4 - 17'' tyres,M6,1995,Diesel,5.4,4.5,4.8,52.3,62.8,58.9,126,1139,73,217,24
MINI,MINI Cooper D - 16'' & 17'' tyres,M6,1598,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,111,997,72,261,28
MINI,MINI Cooper D - 18'' & 19'' tyres,M6,1598,Diesel,4.9,4.1,4.4,57.6,68.9,64.2,116,1045,72,261,28
MINI,MINI Cooper D ALL4 - 16'' & 17'' tyres,M6,1598,Diesel,5.2,4.4,4.7,54.3,64.2,60.1,123,1116,72,261,28
MINI,MINI Cooper D ALL4 - 18'' & 19'' tyres,M6,1598,Diesel,5.4,4.6,4.9,52.3,61.4,57.7,128,1163,72,261,28
MINI,MINI Cooper SD - 17'' tyres,M6,1995,Diesel,5.1,4.2,4.5,55.4,67.3,62.8,119,1068,73,217,24
MINI,MINI Cooper SD - 18'' & 19'' tyres,M6,1995,Diesel,5.3,4.4,4.7,53.3,64.2,60.1,124,1116,73,217,24
MINI,MINI Cooper SD ALL4 - 17'' tyres,M6,1995,Diesel,5.4,4.5,4.8,52.3,62.8,58.9,126,1139,73,217,24
MITSUBISHI,1.6 2WD,M6,1560,Diesel,5.2,4.2,4.6,54.3,67.2,61.4,119,1093,68,389,74
NISSAN,NV200 110ps 5 seat,M5,1461,Diesel,5.5,4.6,4.9,51.4,61.4,57.6,130,1165,71,147,60
NISSAN,NV200 110ps 7 seat,M6,1461,Diesel,5.5,4.6,4.9,51.4,61.4,57.6,130,1165,71,147,60
NISSAN,dCi 130 2WD 17 inch wheel,M6,1598,Diesel,5.1,4.1,4.4,55.4,68.9,64.2,116,1045,71,238,41
NISSAN,dCi 130 2WD 18/19 inch wheel ,M6,1598,Diesel,5.2,4.3,4.6,54.3,65.7,61.4,120,1093,71,238,41
NISSAN,dCi 130 4WD 17 inch wheel,M6x2,1598,Diesel,5.7,4.5,4.9,49.6,62.8,57.6,129,1165,71,195,36
NISSAN,dCi 130 CVT 17 inch wheel,CVT,1598,Diesel,5.3,4.4,4.7,53.3,64.2,60.1,122,1116,71,166,23
NISSAN,dCi 130 CVT 18/19 inch wheel,CVT,1598,Diesel,5.5,4.6,4.9,50.4,61.4,67.6,128,993,71,166,23
NISSAN,dCi 130 2WD 17'' wheel,M6,1598,Diesel,5.7,4.5,4.9,49.6,62.8,57.6,129,1165,69,249,40
PEUGEOT,BlueHDi 120 S&S (18'' wheels),M6,1560,Diesel,5,4.1,4.4,56.5,68.9,64.2,115,1045,70.7,123,48
PEUGEOT,BlueHDi 120 S&S Active (17'' wheels),M6,1560,Diesel,4.9,4,4.3,57.6,70.6,65.7,113,1021,70.7,123,48
PEUGEOT,BlueHDi 120 S&S Active Auto (17'' wheels),A6,1560,Diesel,4.6,4.1,4.3,61.4,68.9,65.7,112,1021,69.1,117,39
PEUGEOT,BlueHDi 120 S&S Auto (18'' wheels),A6,1560,Diesel,4.7,4.1,4.4,60.1,68.9,64.2,114,1045,69.1,117,39
PEUGEOT,1.6L BlueHDi 120 S&S 18 inch wheels & Grip Control,M6,1560,Diesel,4.9,3.9,4.3,57.6,72.4,65.7,111,1021,68.9,147,36
PEUGEOT,1.6L BlueHDi 120 S&S EAT6 18 inch wheels & Grip Control,A6,1560,Diesel,4.9,4.1,4.4,57.6,68.9,64.2,114,1045,71.4,69,41
PEUGEOT,2.0L BlueHDi 150 S&S 18 inch wheels & Grip Control,M6,1997,Diesel,5.4,4.3,4.7,52.3,65.7,60.1,121,1116,72.8,231,36
PEUGEOT,2.0L BlueHDi 150 S&S 18/19 inch wheels,M6,1997,Diesel,5.1,4,4.4,55.4,70.6,64.2,114,1045,72.8,231,36
PEUGEOT,2.0L BlueHDi 180 S&S EAT6 19 inch wheels,A6,1997,Diesel,5.5,4.4,4.8,51.4,64.2,58.9,124,1139,72.8,118,66
PEUGEOT,2.0 BlueHDi 150 EAT6 S&S (17 & 18 inch wheels) 10/16 production onwards,A6,1997,Diesel,5,3.8,4.3,56.5,74.3,65.7,112,1021,68.9,365,48
PEUGEOT,2.0 BlueHDi 180 S&S Auto,A6,1997,Diesel,5.1,4,4.4,55.4,70.6,64.2,114,1045,68.5,162,71
PEUGEOT,BlueHDi 120 S&S,M6,1560,Diesel,4.9,4.2,4.4,57.6,67.3,64.2,115,1045,68.3,239,38
RENAULT,dCi 110 Auto,A6,1461,Diesel,4.8,4.1,4.4,58.9,68.9,64.2,114,1045,70.4,104,51
RENAULT,dCi 130,M6,1598,Diesel,5,4,4.4,56.5,70.6,64.2,114,1045,70,206,41
RENAULT,dCi 130,M6,1598,Diesel,5.3,4.2,4.6,55.3,67.3,61.4,119,1093,72.1,252,45
RENAULT,dCi 160 Auto EDC,A7,1598,Diesel,5.3,4.4,4.7,53.3,64.2,60.1,122,1116,70,346,72
RENAULT,Energy dCi 130 S/S 16/17 inch wheel,M6,1461,Diesel,5,3.9,4.3,56.5,72.4,65.7,113,1021,70.7,191,37
RENAULT,Energy dCi 130 S/S 19 inch wheel,M6,1461,Diesel,5.1,4.1,4.5,55.4,68.9,62.8,117,1068,70.7,191,37
RENAULT,Energy dCi 130 S/S 4WD 16/17 inch wheel,M6,1598,Diesel,5.4,4.4,4.8,52.3,64.2,58.9,126,1139,71.8,191,50
RENAULT,Energy dCi 130 S/S 4WD 19 inch wheel,M6,1598,Diesel,5.5,4.6,4.9,51.4,61.4,57.6,129,1165,71.8,191,50
RENAULT,dCi 130,M6,1598,Diesel,5.4,4.5,4.9,52.3,62.8,57.6,128,1165,68,190,41
RENAULT,dCi 165 EDC ,A6,1598,Diesel,5.1,4.3,4.6,55.4,65.7,61.4,120,1093,70.4,313,45
RENAULT,dCi 165 EDC ,A6,1598,Diesel,5.3,4.4,4.6,53.2,64.2,60.1,124,1116,70.4,313,45
RENAULT,dCi 130,M6,1598,Diesel,5.1,4.1,4.5,55.4,68.9,62.8,116,1068,71.7,252,45
RENAULT,dCi 160 Auto EDC,A7,1598,Diesel,5,4.3,4.5,56.5,65.7,62.8,118,1068,68.3,346,72
SEAT,2.0 CR TDI 150PS Ecomotive S,M6,1968,Diesel,6,4.5,5,47.1,62.8,56.5,130,1188,72,159,41
SEAT,1.6 TDI Ecomotive 115PS First Edition,M6,1598,Diesel,4.8,4.2,4.4,58.9,67.3,64.2,114,1045,71,191,52
SEAT,1.6 TDI Ecomotive 115PS S,M6,1598,Diesel,4.7,4.1,4.3,60.1,68.9,65.7,113,1021,71,191,52
SEAT,1.6 TDI Ecomotive 115PS SE,M6,1598,Diesel,4.7,4.1,4.3,60.1,68.9,65.7,113,1021,71,191,52
SEAT,1.6 TDI Ecomotive 115PS SE Technology,M6,1598,Diesel,4.8,4.2,4.4,58.9,67.3,64.2,114,1045,71,191,52
SEAT,2.0 TDI 150PS Stop-Start 4DRIVE Xcellence,M6,1968,Diesel,5.9,4.7,5.1,47.9,60.1,55.4,129,1211,69.6,263,48
SEAT,2.0 TDI 150PS FR Technology,M6,1968,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,112,1045,72,100,70
SEAT,2.0 TDI 150PS XCELLENCE Technology,M6,1968,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,112,1045,72,100,70
SEAT,2.0 TDI 184PS DSG FR Technology,D6,1968,Diesel,5.4,4.2,4.6,52.3,67.3,61.4,120,1093,69,68,71
SEAT,2.0 TDI 184PS DSG XCELLENCE Technology,D6,1968,Diesel,5.4,4.2,4.6,52.3,67.3,61.4,120,1093,69,68,71
SEAT,2.0 TDI 184PS FR Technology,M6,1968,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,118,1021,73,134,67
SEAT,2.0 TDI 184PS XCELLENCE Technology,M6,1968,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,118,1021,73,134,67
SEAT,2.0 TDI 150PS FR Technology,M6,1968,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,112,1045,72,100,70
SEAT,2.0 TDI 184PS DSG FR Technology,D6,1968,Diesel,5.4,4.2,4.6,52.3,67.3,61.4,120,1093,69,68,71
SEAT,2.0 TDI 184PS FR Technology,M6,1968,Diesel,5.3,4.1,4.5,53.3,68.9,62.8,118,1068,73,134,67
SEAT,1.6 TDI 115PS 7speed DSG SE Dynamic Technology,D7,1598,Diesel,4.5,4.1,4.2,62.8,68.9,67.3,112,997,72,114,47
SEAT,1.6 TDI 115PS 7speed DSG SE Technology,D7,1598,Diesel,4.5,4.1,4.2,62.8,68.9,67.3,111,997,72,114,47
SEAT,2.0 TDI 150PS FR Technology,M6,1968,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,112,1045,72,100,70
SEAT,2.0 TDI 150PS XCELLENCE Technology,M6,1968,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,112,1045,72,100,70
SEAT,2.0 TDI 184PS DSG FR Technology,D6,1968,Diesel,5.7,4.3,4.8,49.6,65.7,58.9,125,1139,69,68,71
SEAT,2.0 TDI 184PS DSG XCELLENCE Technology,D6,1968,Diesel,5.7,4.3,4.8,49.6,65.7,58.9,125,1139,69,68,71
SEAT,2.0 TDI 184PS FR Technology,M6,1968,Diesel,5.4,4.2,4.6,52.3,67.3,61.4,121,1093,73,134,67
SEAT,2.0 TDI 184PS XCELLENCE Technology,M6,1968,Diesel,5.4,4.2,4.6,52.3,67.3,61.4,121,1093,73,134,67
SEAT,2.0 TDI 4Drive 150PS SE Technology,M6,1968,Diesel,5.7,4.3,4.8,49.6,65.7,58.9,125,1139,72,144,73
SKODA,1.4 TDI 105PS,M5,1422,Diesel,4.7,4,4.2,60.1,70.6,67.3,112,997,72,147,54
SKODA,2.0 TDI 150PS DSG Stop-Start with 16'' and 17'' wheels,D6,1968,Diesel,5.1,4,4.4,55.4,70.6,64.2,115,1045,70,80,63
SKODA,2.0 TDI 150PS DSG Stop-Start with 18'' wheels,D6,1968,Diesel,5.2,4.1,4.5,54.3,68.9,62.8,117,1068,70,80,63
SKODA,2.0 TDI 150PS Stop-Start 4x4 SCOUT with 17'' & 18'' wheels,QM6,1968,Diesel,5.8,4.5,5,48.7,62.8,56.5,130,1188,75,144,73
SKODA,2.0 TDI 150PS Stop-Start 4x4 with 16'' and 17'' wheels,QM6,1968,Diesel,5.5,4.1,4.6,51.4,68.9,61.4,120,1093,75,144,73
SKODA,2.0 TDI 150PS Stop-Start 4x4 with 18'' wheels,QM6,1968,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,122,1116,75,144,73
SKODA,2.0 TDI 184PS DSG Stop-Start 4x4 Scout with 17'' & 18'' wheels,QD6,1968,Diesel,5.6,4.6,5,50.4,61.4,56.5,129,1188,72,111,65
SKODA,2.0 TDI 184PS DSG Stop-Start with 18'' & 19'' wheels,D6,1968,Diesel,5.7,4.3,4.8,49.6,65.7,58.9,126,1139,74,68,71
SKODA,2.0 TDI 184PS Stop-Start with 18'' & 19'' wheels,M6,1968,Diesel,5.2,4,4.5,54.3,70.6,62.8,117,1068,74,134,67
SKODA,2.0 TDI 150PS DSG Stop-Start with 16'' and 17'' wheels,D6,1968,Diesel,5.1,4,4.4,55.4,70.6,64.2,115,1045,70,80,63
SKODA,2.0 TDI 150PS Stop-Start DSG with 18'' wheels,D6,1968,Diesel,5.2,4.1,4.5,54.3,68.9,62.8,117,1068,70,80,63
SKODA,2.0 TDI 184PS DSG Stop-Start 18'' and 19'' wheels,D6,1968,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,124,1116,74,68,71
SKODA,2.0 TDI 184PS Stop-Start with 18'' & 19'' wheels,M6,1968,Diesel,5.1,3.9,4.4,55.4,72.4,64.2,115,1045,74,134,67
SKODA,vRS 2.0 TDI 184PS DSG 4x4 Stop-Start 18'' and 19'' wheels,QD6,1968,Diesel,5.7,4.5,4.9,49.6,62.8,57.6,129,1165,72,111,65
SKODA,1.6 TDI 120PS 7speed DSG Stop-Start S SE,D7,1598,Diesel,4.7,4.1,4.3,60.1,68.9,65.7,112,1021,70,186,60
SKODA,1.6 TDI 120PS Stop-Start S SE,M6,1598,Diesel,5,4,4.5,56.5,70.6,62.8,114,1068,71,244,40
SKODA,2.0 TDI 150PS 4x4 Stop-Start SE,QM6,1968,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,125,1139,72,227,55
SKODA,2.0 TDI 150PS 4x4 Stop-Start SE L Executive Sportline Laurin & Klement,QM6,1968,Diesel,5.8,4.3,4.9,48.7,65.7,57.6,126,1165,72,227,55
SKODA,2.0 TDI 150PS DSG Stop-Start SE,D6,1968,Diesel,5.5,4.4,4.8,51.4,64.2,58.9,125,1139,69,80,62
SKODA,2.0 TDI 150PS DSG Stop-Start SE L Executive Sportline Laurin & Klement,D6,1968,Diesel,5.5,4.4,4.8,51.4,64.2,58.9,126,1139,69,80,62
SKODA,2.0 TDI 150PS Stop-Start SE,M6,1968,Diesel,5,4,4.4,56.5,70.6,64.2,114,1045,72,137,67
SKODA,2.0 TDI 150PS Stop-Start SE L Executive Sportline Laurin & Klement,M6,1968,Diesel,5.1,4,4.4,55.4,70.6,64.2,115,1045,72,137,67
SKODA,2.0 TDI 190PS DSG Stop-Start SE L Executive Sportline Laurin & Klement,D6,1968,Diesel,5.6,4.3,4.7,50.4,65.7,60.1,124,1116,69,81,59
SKODA,2.0 TDI 190PS Stop-Start SE L Executive Sportline Laurin & Klement,M6,1968,Diesel,5.2,4,4.4,54.3,70.6,64.2,115,1045,72,300,69
SKODA,1.6 TDI 120PS 7speed DSG Stop-Start S SE,D7,1598,Diesel,4.7,4,4.2,60.1,70.6,67.3,111,997,70,186,60
SKODA,2.0 TDI 150PS 4x4 Stop-Start SE,QM6,1968,Diesel,5.7,4.2,4.8,49.6,67.3,58.9,124,1139,72,227,55
SKODA,2.0 TDI 150PS 4x4 Stop-Start SE L Executive Laurin & Klement,QM6,1968,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,125,1139,72,227,55
SKODA,2.0 TDI 150PS DSG Stop-Start SE,D6,1968,Diesel,5.5,4.3,4.7,51.4,65.7,60.1,124,1116,69,80,62
SKODA,2.0 TDI 150PS DSG Stop-Start SE L Executive Sportline Laurin & Klement,D6,1968,Diesel,5.5,4.4,4.8,51.4,64.2,58.9,125,1139,69,80,62
SKODA,2.0 TDI 150PS Stop-Start SE,M6,1968,Diesel,5,3.9,4.3,56.5,72.4,65.7,113,1021,72,137,67
SKODA,2.0 TDI 150PS Stop-Start SE L Executive Sportline Laurin & Klement,M6,1968,Diesel,5,4,4.4,56.5,70.6,64.2,114,1045,72,137,67
SKODA,2.0 TDI 190PS DSG Stop-Start SE L Executive Sportline Laurin & Klement,D6,1968,Diesel,5.6,4.3,4.7,50.4,65.7,60.1,123,1116,69,81,59
SKODA,2.0 TDI 190PS Stop-Start Laurin & Klement,M6,1968,Diesel,5.2,3.9,4.4,54.3,72.4,64.2,114,1045,72,300,69
SKODA,2.0 SCR TDI 110PS Stop-Start 16'' wheels,M6,1968,Diesel,5.2,4,4.4,54.3,70.6,64.2,115,1045,74,152,53
SKODA,2.0 SCR TDI 110PS Stop-Start 17'' wheels,M6,1968,Diesel,5.3,4.1,4.5,53.3,68.9,62.8,118,1068,74,152,53
SKODA,2.0 SCR TDI 110PS Stop-Start Outdoor,M6,1968,Diesel,5.3,4.1,4.5,53.3,68.9,62.8,118,1068,74,152,53
SSANGYONG,ELX 1.6D 2WD 115ps,6MT,1597,Diesel,5.1,3.9,4.3,55,72,66,113,1017,71.2,275,60
SSANGYONG,ELX 1.6D 4WD 115ps,6MT,1597,Diesel,7.8,4.9,5.9,36,57,47,123,1428,71.1,54,64
SSANGYONG,EX 1.6D 2WD 115PS,6MT,1597,Diesel,5.1,3.9,4.3,55,72,66,113,1017,71.2,275,60
SSANGYONG,EX 1.6D 4WD 115PS,6MT,1597,Diesel,5.5,4.2,4.7,51,67,60,123,1118,71.2,225,58
SSANGYONG,SE 1.6D 2WD 115ps,6MT,1597,Diesel,5.1,3.9,4.3,55,72,66,113,1017,71.2,275,60
SSANGYONG,XLV ELX 1.6D 2WD ,6MT,1597,Diesel,5.1,4.2,4.5,55,67,63,117,1065,70.1,277,59
SSANGYONG,XLV ELX 1.6D 4WD,6MT,1597,Diesel,5.4,4.6,4.9,52,61,58,127,1157,70.8,240,60
SUZUKI,1.6 4x4,6MT,1598,Diesel,5.7,4,4.6,49.6,70.6,61.4,114,1093,72,494,15
SUZUKI,1.6 4x4,M6,1598,Diesel,4.7,4,4.2,60.1,70.6,67.2,111,998,71,202,11
TOYOTA,4 door Business Edition 2.0l,M6,1998,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,1068,72,193,24
TOYOTA,4 door Business Edition Plus 2.0l,M6,1998,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,1068,72,193,24
TOYOTA,4 door Excel 2.0l,M6,1998,Diesel,5.9,4.1,4.8,47.9,68.9,58.9,124,1139,72,193,24
TOYOTA,Touring Sports Business Edition 2.0l,M6,1998,Diesel,5.7,4,4.6,49.6,70.6,61.4,120,1093,72,193,24
TOYOTA,Touring Sports Business Edition Plus 2.0l,6MT,1998,Diesel,5.7,4,4.6,49.6,70.6,61.4,120,1093,72,193,24
TOYOTA,Touring Sports Excel 2.0l,M6,1998,Diesel,5.9,4.1,4.8,47.9,68.9,58.9,124,1139,72,193,24
